Sale_Month,weight_monthly_profit_margin,avgweighprofitmargin
2023-01-01,8.337,19.642675111773471
2023-01-01,7.398,19.642675111773471
2023-01-01,11.596,19.642675111773471
2023-01-01,20.451,19.642675111773471
2023-01-01,2.526,19.642675111773471
2023-01-01,32.547,19.642675111773471
2023-01-01,17.617,19.642675111773471
2023-01-01,29.91,19.642675111773471
2023-01-01,14.574,19.642675111773471
2023-01-01,16.695,19.642675111773471
2023-01-01,124.382,19.642675111773471
2023-01-01,12.291,19.642675111773471
2023-01-01,1.485,19.642675111773471
2023-01-01,1.702,19.642675111773471
2023-01-01,8.031,19.642675111773471
2023-01-01,10.851,19.642675111773471
2023-01-01,78.457,19.642675111773471
2023-01-01,9.426,19.642675111773471
2023-01-01,77.911,19.642675111773471
2023-01-01,12.406,19.642675111773471
2023-01-01,51.593,19.642675111773471
2023-01-01,0.805,19.642675111773471
2023-01-01,6.038,19.642675111773471
2023-01-01,7.071,19.642675111773471
2023-01-01,3.946,19.642675111773471
2023-01-01,13.234,19.642675111773471
2023-01-01,16.278,19.642675111773471
2023-01-01,6.695,19.642675111773471
2023-01-01,8.309,19.642675111773471
2023-01-01,0.593,19.642675111773471
2023-01-01,35.315,19.642675111773471
2023-01-01,12.785,19.642675111773471
2023-01-01,15.782,19.642675111773471
2023-01-01,0.222,19.642675111773471
2023-01-01,30.049,19.642675111773471
2023-01-01,21.689,19.642675111773471
2023-01-01,1.869,19.642675111773471
2023-01-01,0.489,19.642675111773471
2023-01-01,11.488,19.642675111773471
2023-01-01,4.619,19.642675111773471
2023-01-01,1.206,19.642675111773471
2023-01-01,14.026,19.642675111773471
2023-01-01,65.791,19.642675111773471
2023-01-01,6.742,19.642675111773471
2023-01-01,9.484,19.642675111773471
2023-01-01,15.246,19.642675111773471
2023-01-01,153.326,19.642675111773471
2023-01-01,4.99,19.642675111773471
2023-01-01,32.481,19.642675111773471
2023-01-01,6.718,19.642675111773471
2023-01-01,10.499,19.642675111773471
2023-01-01,5.256,19.642675111773471
2023-01-01,3.295,19.642675111773471
2023-01-01,1.642,19.642675111773471
2023-01-01,12.576,19.642675111773471
2023-01-01,13.064,19.642675111773471
2023-01-01,2.773,19.642675111773471
2023-01-01,4.831,19.642675111773471
2023-01-01,3.033,19.642675111773471
2023-01-01,9.497,19.642675111773471
2023-01-01,5.74,19.642675111773471
2023-01-01,3.625,19.642675111773471
2023-01-01,13.839,19.642675111773471
2023-01-01,10.287,19.642675111773471
2023-01-01,10.981,19.642675111773471
2023-02-01,22.724,19.642675111773471
2023-02-01,11.935,19.642675111773471
2023-02-01,51.891,19.642675111773471
2023-02-01,5.178,19.642675111773471
2023-02-01,10.668,19.642675111773471
2023-02-01,16.866,19.642675111773471
2023-02-01,6.929,19.642675111773471
2023-02-01,2.097,19.642675111773471
2023-02-01,6.648,19.642675111773471
2023-02-01,16.643,19.642675111773471
2023-02-01,37.049,19.642675111773471
2023-02-01,2.898,19.642675111773471
2023-02-01,13.002,19.642675111773471
2023-02-01,3.978,19.642675111773471
2023-02-01,6.949,19.642675111773471
2023-02-01,22.838,19.642675111773471
2023-02-01,18.093,19.642675111773471
2023-02-01,9.579,19.642675111773471
2023-02-01,3.009,19.642675111773471
2023-02-01,5.102,19.642675111773471
2023-02-01,57.276,19.642675111773471
2023-02-01,1.525,19.642675111773471
2023-02-01,267.243,19.642675111773471
2023-02-01,11.534,19.642675111773471
2023-02-01,2.017,19.642675111773471
2023-02-01,21.72,19.642675111773471
2023-02-01,0.879,19.642675111773471
2023-02-01,3.221,19.642675111773471
2023-02-01,10.999,19.642675111773471
2023-02-01,1.515,19.642675111773471
2023-02-01,74.59,19.642675111773471
2023-02-01,11.224,19.642675111773471
2023-02-01,9.957,19.642675111773471
2023-02-01,10.878,19.642675111773471
2023-02-01,19.898,19.642675111773471
2023-02-01,74.939,19.642675111773471
2023-02-01,3.499,19.642675111773471
2023-02-01,3.415,19.642675111773471
2023-02-01,7.264,19.642675111773471
2023-02-01,4.232,19.642675111773471
2023-02-01,12.955,19.642675111773471
2023-02-01,19.226,19.642675111773471
2023-02-01,3.492,19.642675111773471
2023-02-01,1.025,19.642675111773471
2023-02-01,16.001,19.642675111773471
2023-02-01,5.023,19.642675111773471
2023-02-01,9.686,19.642675111773471
2023-02-01,5.207,19.642675111773471
2023-02-01,11.086,19.642675111773471
2023-02-01,28.024,19.642675111773471
2023-02-01,11.657,19.642675111773471
2023-02-01,7.754,19.642675111773471
2023-02-01,35.801,19.642675111773471
2023-02-01,13.693,19.642675111773471
2023-02-01,4.576,19.642675111773471
2023-03-01,6.51,19.642675111773471
2023-03-01,5.906,19.642675111773471
2023-03-01,9.849,19.642675111773471
2023-03-01,20.205,19.642675111773471
2023-03-01,4.102,19.642675111773471
2023-03-01,7.871,19.642675111773471
2023-03-01,12.814,19.642675111773471
2023-03-01,11.449,19.642675111773471
2023-03-01,8.17,19.642675111773471
2023-03-01,20.828,19.642675111773471
2023-03-01,27.714,19.642675111773471
2023-03-01,14.071,19.642675111773471
2023-03-01,1.687,19.642675111773471
2023-03-01,17.478,19.642675111773471
2023-03-01,8.303,19.642675111773471
2023-03-01,12.19,19.642675111773471
2023-03-01,4.927,19.642675111773471
2023-03-01,79.717,19.642675111773471
2023-03-01,8.214,19.642675111773471
2023-03-01,42.722,19.642675111773471
2023-03-01,7.274,19.642675111773471
2023-03-01,8.162,19.642675111773471
2023-03-01,7.449,19.642675111773471
2023-03-01,4.237,19.642675111773471
2023-03-01,8.67,19.642675111773471
2023-03-01,2.957,19.642675111773471
2023-03-01,37.849,19.642675111773471
2023-03-01,3.134,19.642675111773471
2023-03-01,4.78,19.642675111773471
2023-03-01,10.663,19.642675111773471
2023-03-01,8.177,19.642675111773471
2023-03-01,15.337,19.642675111773471
2023-03-01,6.11,19.642675111773471
2023-03-01,10.106,19.642675111773471
2023-03-01,4.461,19.642675111773471
2023-03-01,3.944,19.642675111773471
2023-03-01,4.314,19.642675111773471
2023-03-01,16.308,19.642675111773471
2023-03-01,10.816,19.642675111773471
2023-03-01,4.556,19.642675111773471
2023-03-01,11.051,19.642675111773471
2023-03-01,30.829,19.642675111773471
2023-03-01,18.424,19.642675111773471
2023-03-01,42.373,19.642675111773471
2023-03-01,9.384,19.642675111773471
2023-03-01,7.491,19.642675111773471
2023-03-01,7.384,19.642675111773471
2023-03-01,13.418,19.642675111773471
2023-03-01,64.642,19.642675111773471
2023-03-01,16.284,19.642675111773471
2023-03-01,8.742,19.642675111773471
2023-03-01,13.603,19.642675111773471
2023-03-01,10.746,19.642675111773471
2023-03-01,108.016,19.642675111773471
2023-03-01,3.816,19.642675111773471
2023-03-01,16.487,19.642675111773471
2023-03-01,6.638,19.642675111773471
2023-04-01,7.179,19.642675111773471
2023-04-01,24.31,19.642675111773471
2023-04-01,23.206,19.642675111773471
2023-04-01,45.036,19.642675111773471
2023-04-01,14.251,19.642675111773471
2023-04-01,7.402,19.642675111773471
2023-04-01,8.679,19.642675111773471
2023-04-01,2.048,19.642675111773471
2023-04-01,17.077,19.642675111773471
2023-04-01,20.839,19.642675111773471
2023-04-01,8.982,19.642675111773471
2023-04-01,16.147,19.642675111773471
2023-04-01,2.676,19.642675111773471
2023-04-01,6.72,19.642675111773471
2023-04-01,0.694,19.642675111773471
2023-04-01,17.583,19.642675111773471
2023-04-01,9.36,19.642675111773471
2023-04-01,6.289,19.642675111773471
2023-04-01,17.145,19.642675111773471
2023-04-01,15.239,19.642675111773471
2023-04-01,73.153,19.642675111773471
2023-04-01,5.342,19.642675111773471
2023-04-01,10.097,19.642675111773471
2023-04-01,7.385,19.642675111773471
2023-04-01,4.253,19.642675111773471
2023-04-01,13.704,19.642675111773471
2023-04-01,25.745,19.642675111773471
2023-04-01,6.361,19.642675111773471
2023-04-01,11.037,19.642675111773471
2023-04-01,8.881,19.642675111773471
2023-04-01,1.609,19.642675111773471
2023-04-01,9.19,19.642675111773471
2023-04-01,36.954,19.642675111773471
2023-04-01,8.937,19.642675111773471
2023-04-01,56.465,19.642675111773471
2023-04-01,3.246,19.642675111773471
2023-04-01,8.658,19.642675111773471
2023-04-01,7.07,19.642675111773471
2023-04-01,4.669,19.642675111773471
2023-04-01,20.269,19.642675111773471
2023-04-01,9.958,19.642675111773471
2023-04-01,29.682,19.642675111773471
2023-04-01,11.019,19.642675111773471
2023-04-01,3.951,19.642675111773471
2023-04-01,8.388,19.642675111773471
2023-04-01,21.105,19.642675111773471
2023-04-01,10.123,19.642675111773471
2023-04-01,13.194,19.642675111773471
2023-04-01,14.758,19.642675111773471
2023-04-01,7.059,19.642675111773471
2023-04-01,7.136,19.642675111773471
2023-04-01,28.884,19.642675111773471
2023-04-01,12.522,19.642675111773471
2023-04-01,2.833,19.642675111773471
2023-04-01,10.399,19.642675111773471
2023-04-01,3.602,19.642675111773471
2023-05-01,15.408,19.642675111773471
2023-05-01,4.051,19.642675111773471
2023-05-01,2.221,19.642675111773471
2023-05-01,12.584,19.642675111773471
2023-05-01,13.272,19.642675111773471
2023-05-01,15.804,19.642675111773471
2023-05-01,2.164,19.642675111773471
2023-05-01,10.38,19.642675111773471
2023-05-01,6.311,19.642675111773471
2023-05-01,10.242,19.642675111773471
2023-05-01,6.426,19.642675111773471
2023-05-01,30.292,19.642675111773471
